activity_key,user_key,date_key,content_key,device_key,subscription_key,minutes_watched,session_duration_mins,completion_rate,pause_count,buffering_events,stream_quality,subtitle_used,audio_language,login_count,added_to_watchlist,shared_content,content_rated,user_rating,search_performed,search_query_count,feedback_given,recommendation_shown,recommendation_clicked,recommendation_converted,recommendation_algorithm,recommendation_position,time_to_click_seconds,relevance_score,subscription_event_type,payment_amount_usd,payment_method,is_trial,cancellation_reason,auto_renewal_enabled,revenue_attributed_usd,notification_sent,notification_clicked,error_encountered,error_type,ab_test_group,platform_version
121,366,206,65,2,3,284.04,307.11,0.77,7,3,4K,False,English,2,True,False,False,,True,1,,True,False,False,Content-Based,16,,0.893,Cancellation,0.0,Credit Card,False,Content,True,1.67,True,True,False,,Control,v4.0
122,246,237,47,1,3,54.64,49.26,0.37,8,4,1080p,False,English,7,True,False,True,2.0,False,0,,False,False,False,Hybrid,5,,0.91,Cancellation,0.0,Apple Pay,False,Found Alternative,True,0.16,True,True,False,,Variant_B,v3.2
123,275,55,127,4,2,56.26,59.46,0.37,8,1,480p,True,English,4,False,False,True,4.9,False,0,,True,True,False,Content-Based,17,32.0,0.487,None,0.0,Credit Card,False,,True,1.37,False,False,False,,Control,v3.3
124,32,260,185,1,1,299.24,319.39,0.76,8,4,720p,True,Spanish,8,False,False,False,,False,0,,False,False,False,Editorial,3,,0.779,None,0.0,Debit Card,False,,True,0.26,False,False,False,,Control,v3.3
125,137,199,124,4,2,262.76,321.54,0.31,4,2,720p,True,English,1,False,False,False,,True,2,,True,False,False,Collaborative Filtering,14,,0.504,Renewal,19.99,Credit Card,False,,False,2.48,True,False,False,,Variant_A,v4.0
126,12,29,193,3,1,12.96,16.51,0.64,7,4,720p,False,Spanish,5,False,False,False,,False,0,,True,True,True,Editorial,16,48.2,0.668,None,0.0,Debit Card,False,,False,2.49,True,False,False,,Variant_A,v3.3
127,395,313,117,2,1,62.49,79.53,0.73,8,3,1080p,False,French,9,False,False,False,,False,0,,True,False,False,Trending,17,,0.928,Upgrade,19.99,Credit Card,False,,False,0.38,True,False,False,,Variant_A,v3.3
128,302,27,12,3,1,76.96,93.37,0.86,7,2,1080p,False,English,6,False,False,False,,True,5,,True,False,False,Content-Based,19,,0.874,Signup,7.99,PayPal,False,,True,1.19,True,False,False,,Variant_A,v3.3
129,375,363,23,4,3,10.38,13.3,0.82,1,1,240p,True,Hindi,9,True,False,False,,False,0,,True,False,False,Trending,4,,0.742,None,0.0,Credit Card,False,,True,2.17,True,True,False,,Variant_A,v3.2
130,16,103,59,3,2,33.05,41.06,0.57,8,1,4K,False,French,1,False,False,True,2.4,False,0,,True,True,True,Trending,20,27.5,0.885,None,0.0,Apple Pay,False,,True,0.38,False,False,False,,Variant_B,v3.1
131,129,129,171,3,2,55.92,56.5,0.49,1,3,720p,False,German,2,False,False,False,,True,2,,True,False,False,Content-Based,20,,0.492,None,0.0,Credit Card,False,,True,1.43,True,False,False,,Variant_A,v3.3
132,63,228,90,4,2,25.63,23.85,0.64,3,0,720p,False,Spanish,6,False,False,False,,False,0,,True,False,False,Content-Based,9,,0.517,Upgrade,13.99,Credit Card,False,,False,0.58,True,True,False,,Variant_B,v3.2
133,109,216,47,1,1,56.27,71.5,0.89,8,0,1080p,True,Hindi,5,False,False,False,,False,0,,True,False,False,Editorial,11,,0.525,Renewal,13.99,Credit Card,False,,True,1.27,False,False,False,,Variant_A,v4.0
134,375,92,76,1,2,22.59,28.28,0.64,3,1,1080p,True,Original,8,False,False,False,,False,0,,True,False,False,Collaborative Filtering,5,,0.866,None,0.0,Apple Pay,False,,True,0.59,True,False,False,,Variant_B,v3.2
135,21,190,149,3,2,24.8,31.09,0.5,4,3,1080p,True,Spanish,6,False,False,True,1.9,False,0,,True,False,False,Collaborative Filtering,11,,0.935,Renewal,13.99,PayPal,False,,True,1.37,True,False,False,,Control,v3.2
136,158,299,197,1,1,168.58,179.29,0.43,7,0,1080p,True,English,3,False,False,False,,False,0,Thumbs Up,True,True,True,Trending,13,82.1,0.738,Upgrade,7.99,PayPal,False,,True,1.09,True,False,False,,Variant_A,v4.0
137,269,216,156,3,2,290.36,324.71,0.65,7,4,1080p,False,English,3,False,False,False,,False,0,,True,False,False,Content-Based,2,,0.975,None,0.0,Credit Card,False,,True,1.05,True,False,False,,Variant_A,v3.3
138,162,263,90,1,2,5.01,5.53,0.95,0,1,240p,False,Hindi,6,False,False,False,,True,3,,False,False,False,Content-Based,2,,0.837,None,0.0,Credit Card,False,,True,0.48,False,False,False,,Control,v4.0
139,260,176,112,1,1,17.6,21.78,0.91,5,4,480p,False,Original,8,True,False,False,,True,4,,True,False,False,Content-Based,10,,0.738,Renewal,13.99,Credit Card,False,,True,1.68,False,False,False,,Variant_B,v3.3
140,412,108,26,2,1,20.65,25.11,0.91,1,3,480p,False,English,9,False,False,False,,True,1,,True,False,False,Hybrid,13,,0.767,Downgrade,13.99,Credit Card,False,,True,0.27,True,True,False,,Variant_B,v3.2
141,102,186,144,2,3,63.91,65.02,0.83,0,4,1080p,False,Original,4,True,False,False,,True,1,,True,False,False,Hybrid,5,,0.91,None,0.0,PayPal,False,,False,2.34,True,False,False,,Control,v3.3
142,223,45,6,3,2,92.42,100.45,0.83,4,0,4K,False,English,3,False,True,False,,True,4,,True,False,False,Trending,11,,0.454,None,0.0,Credit Card,False,,False,0.24,False,False,False,,Variant_A,v4.0
143,59,230,166,1,2,26.82,25.0,0.64,7,0,240p,False,Spanish,8,False,False,False,,False,0,Thumbs Up,True,False,False,Collaborative Filtering,15,,0.501,Renewal,7.99,PayPal,False,,False,1.09,True,False,False,,Variant_A,v3.2
144,247,258,58,1,2,5.36,5.17,0.93,3,2,1080p,True,English,6,False,False,True,4.6,False,0,,True,False,False,Editorial,5,,0.56,None,0.0,Credit Card,False,,True,0.79,False,False,False,,Variant_B,v3.3
145,128,342,133,1,2,88.83,82.08,0.54,0,1,1080p,True,English,1,True,False,False,,False,0,,True,False,False,Trending,20,,0.937,Upgrade,19.99,Credit Card,False,,True,1.42,True,False,False,,Control,v3.1
146,283,305,196,4,1,31.11,30.58,0.36,8,3,4K,False,Original,9,True,False,False,,False,0,,True,True,False,Hybrid,5,63.2,0.967,Signup,13.99,Debit Card,True,,False,0.16,True,True,False,,Control,v4.0
147,325,286,169,4,1,38.62,34.99,0.55,0,1,1080p,True,Hindi,5,False,False,True,2.1,True,1,,True,True,False,Trending,7,95.4,0.614,None,0.0,Credit Card,False,,True,1.15,True,False,False,,Variant_A,v3.3
148,25,209,55,2,3,72.86,77.6,0.34,2,4,720p,False,Hindi,1,False,False,True,2.0,False,0,,True,False,False,Content-Based,10,,0.954,None,0.0,PayPal,False,,True,1.91,True,True,False,,Variant_A,v4.0
149,131,101,160,2,1,286.4,364.6,0.94,8,3,720p,True,Spanish,6,False,False,True,2.9,True,3,,True,False,False,Trending,2,,0.728,Upgrade,0.0,Credit Card,False,,False,2.04,False,False,False,,Control,v3.2
150,353,355,61,2,2,76.68,93.74,0.57,2,3,720p,False,Hindi,8,False,False,False,,False,0,,True,True,False,Hybrid,1,115.3,0.684,Renewal,13.99,Credit Card,False,,True,2.34,False,False,False,,Control,v3.2
151,196,358,172,3,1,280.59,286.57,0.95,1,0,480p,False,English,3,False,False,False,,False,0,,False,False,False,Trending,20,,0.9,None,0.0,Credit Card,False,,True,0.36,False,False,False,,Variant_B,v3.3
152,281,221,1,3,2,15.83,17.83,0.35,3,4,1080p,False,French,2,False,False,False,,False,0,,True,False,False,Collaborative Filtering,1,,0.728,Downgrade,13.99,Debit Card,False,,False,1.43,False,False,False,,Control,v3.2
153,404,80,160,3,1,17.55,22.77,0.55,1,0,1080p,False,Spanish,7,False,False,True,4.2,False,0,,True,False,False,Trending,4,,0.673,None,0.0,Gift Card,False,,False,1.06,True,False,False,,Control,v3.3
154,418,85,48,1,3,197.19,254.26,0.63,1,0,720p,True,French,6,False,False,False,,False,0,,True,False,False,Editorial,15,,0.41,None,0.0,Debit Card,False,,True,1.65,True,True,False,,Control,v3.3
155,154,5,51,3,1,22.07,20.97,0.78,4,2,4K,False,English,6,False,True,True,3.6,False,0,,False,False,False,Content-Based,15,,0.408,Upgrade,13.99,Apple Pay,False,,True,2.1,False,False,False,,Variant_A,v3.2
156,382,287,119,3,3,170.49,174.8,0.56,8,0,1080p,False,Spanish,6,False,False,False,,True,5,,True,True,False,Editorial,6,103.2,0.777,None,0.0,Credit Card,False,,True,1.54,False,False,False,,Control,v3.3
157,133,122,124,1,3,97.47,98.32,0.59,2,1,4K,False,English,3,False,False,False,,False,0,Thumbs Down,True,False,False,Hybrid,6,,0.444,Renewal,13.99,PayPal,False,,True,0.65,True,True,False,,Variant_A,v3.2
158,227,13,109,2,2,34.87,34.3,0.59,4,3,720p,False,English,6,True,False,False,,False,0,,True,True,True,Collaborative Filtering,1,104.4,0.842,Renewal,7.99,Credit Card,False,,True,0.87,True,False,False,,Control,v3.3
159,189,16,23,3,3,26.8,24.7,0.9,1,0,4K,True,English,1,False,False,True,1.1,False,0,,True,False,False,Collaborative Filtering,7,,0.773,None,0.0,Credit Card,False,,True,2.24,True,False,False,,Control,v3.2
160,476,263,46,2,1,33.74,40.16,0.59,4,1,480p,False,English,8,False,False,False,,True,3,,True,False,False,Content-Based,5,,0.675,None,0.0,PayPal,False,,True,1.71,False,False,False,,Variant_A,v4.0
161,477,312,82,1,2,34.22,42.83,0.99,3,4,4K,False,German,8,False,False,False,,False,0,,True,False,False,Collaborative Filtering,17,,0.826,None,0.0,Credit Card,False,,False,1.53,True,False,False,,Control,v4.0
162,265,335,33,3,3,132.07,158.69,0.92,0,3,4K,False,English,4,False,False,False,,False,0,,True,False,False,Content-Based,7,,0.996,None,0.0,Credit Card,False,,True,0.43,False,False,True,Payment Error,Variant_B,v4.0
163,372,6,74,2,2,196.92,220.37,0.99,4,4,4K,False,French,2,False,False,False,,False,0,,True,True,False,Hybrid,4,8.0,0.548,None,0.0,Credit Card,False,,True,0.92,True,False,False,,Variant_A,v4.0
164,486,179,155,3,2,36.3,46.43,0.7,4,1,4K,True,English,4,False,False,False,,False,0,,True,True,True,Hybrid,3,8.9,0.734,Upgrade,0.0,Credit Card,False,,True,0.88,True,False,False,,Control,v3.3
165,434,26,66,4,1,31.31,30.07,0.59,4,4,4K,False,English,7,False,False,False,,True,5,,True,False,False,Collaborative Filtering,12,,0.906,None,0.0,PayPal,False,,False,0.16,False,False,False,,Variant_B,v4.0
166,134,40,77,2,3,20.79,21.51,0.82,6,4,1080p,False,Spanish,6,False,False,False,,True,4,Thumbs Up,True,False,False,Content-Based,15,,0.41,None,0.0,PayPal,False,,True,2.33,True,False,False,,Variant_A,v4.0
167,211,237,75,2,1,10.42,12.03,0.57,7,4,720p,False,English,5,False,False,False,,False,0,,True,False,False,Trending,20,,0.522,Signup,19.99,Debit Card,False,,True,0.9,False,False,False,,Control,v3.3
168,60,84,121,2,3,14.99,18.55,0.59,8,0,1080p,False,English,6,False,False,False,,False,0,,True,True,True,Content-Based,9,83.7,0.713,None,0.0,Credit Card,False,,True,0.35,True,False,False,,Control,v3.1
169,428,96,3,1,1,177.19,202.32,0.31,4,0,720p,True,Hindi,1,False,True,False,,False,0,,True,False,False,Content-Based,12,,0.731,None,0.0,Credit Card,False,,True,1.29,True,False,False,,Control,v4.0
170,377,149,97,4,2,82.43,98.96,0.7,2,0,720p,False,English,2,True,False,False,,True,5,,False,False,False,Editorial,5,,0.452,None,0.0,Debit Card,False,,True,1.18,True,True,False,,Control,v3.3
171,395,261,79,1,2,67.71,65.37,0.56,5,3,4K,False,English,9,True,False,False,,True,5,,True,False,False,Trending,8,,0.644,None,0.0,Debit Card,False,,False,2.14,False,False,False,,Control,v3.2
172,450,237,111,1,1,24.77,24.84,0.38,6,1,720p,False,English,1,False,False,False,,False,0,,True,False,False,Content-Based,15,,0.712,None,0.0,Debit Card,False,,False,2.02,True,False,False,,Control,v4.0
173,431,152,173,3,2,82.89,100.65,0.59,3,0,1080p,True,German,7,False,False,False,,False,0,,True,True,True,Collaborative Filtering,7,103.7,0.654,Upgrade,0.0,Apple Pay,False,,True,1.98,True,True,False,,Variant_B,v4.0
174,364,287,102,1,2,19.63,17.8,0.9,4,4,480p,False,English,8,True,False,False,,True,1,,True,False,False,Collaborative Filtering,19,,0.82,None,0.0,Credit Card,False,,True,2.34,True,True,False,,Variant_A,v3.3
175,364,237,150,2,1,2.08,2.2,0.35,0,4,4K,True,Original,3,False,False,False,,False,0,Thumbs Up,True,False,False,Collaborative Filtering,13,,0.863,None,0.0,Credit Card,False,,True,1.0,True,False,False,,Control,v4.0
176,457,202,81,2,3,49.46,58.18,0.44,0,4,720p,False,English,2,False,False,False,,True,4,,True,False,False,Collaborative Filtering,1,,0.676,Signup,19.99,Apple Pay,False,,True,1.51,True,False,False,,Control,v4.0
177,213,184,151,3,1,151.57,184.98,0.53,1,4,1080p,True,Hindi,5,False,False,False,,False,0,,True,False,False,Collaborative Filtering,11,,0.655,None,0.0,Credit Card,False,,True,1.71,False,False,False,,Variant_A,v4.0
178,216,238,165,4,1,73.51,85.06,0.99,7,2,1080p,True,English,5,False,False,True,1.8,False,0,,True,False,False,Content-Based,13,,0.823,None,0.0,PayPal,False,,True,1.23,True,False,False,,Variant_B,v4.0
179,226,155,70,4,1,55.7,52.09,0.43,6,3,720p,False,English,8,False,False,False,,False,0,,False,False,False,Content-Based,2,,0.733,None,0.0,Gift Card,False,,False,0.69,True,False,False,,Variant_B,v3.2
180,470,217,68,3,3,140.25,133.17,0.48,8,1,1080p,True,English,3,False,False,True,4.0,False,0,,False,False,False,Collaborative Filtering,19,,0.922,None,0.0,Credit Card,False,,False,2.26,False,False,False,,Variant_B,v4.0
181,131,255,1,4,2,271.15,316.77,0.56,3,1,1080p,False,German,7,False,False,True,2.1,False,0,,True,False,False,Trending,11,,0.689,Renewal,19.99,Gift Card,False,,True,2.26,True,False,False,,Variant_B,v4.0
182,76,41,91,2,2,47.57,54.47,0.35,3,0,1080p,True,Spanish,8,True,False,False,,True,3,,True,False,False,Trending,1,,0.745,None,0.0,Apple Pay,False,,True,1.94,True,True,False,,Variant_B,v3.3
183,476,103,43,1,3,84.77,102.54,0.4,4,2,720p,False,English,8,False,False,False,,False,0,,True,False,False,Collaborative Filtering,1,,0.477,None,0.0,Credit Card,False,,True,0.93,False,False,False,,Control,v3.2
184,286,164,6,1,1,4.5,5.03,0.58,5,1,720p,False,English,2,False,False,False,,True,3,,True,False,False,Collaborative Filtering,8,,0.902,None,0.0,Apple Pay,False,,False,0.11,False,False,False,,Variant_A,v4.0
185,474,245,174,4,3,72.78,67.84,0.58,0,3,480p,False,French,2,True,False,False,,True,1,,True,False,False,Editorial,13,,0.653,Cancellation,0.0,Credit Card,False,Price,True,1.28,True,False,False,,Variant_A,v3.1
186,496,111,136,3,3,46.12,44.22,0.72,0,4,4K,True,English,5,False,False,False,,False,0,,True,False,False,Hybrid,8,,0.831,Cancellation,0.0,PayPal,False,Technical,True,1.36,True,False,False,,Control,v3.3
187,277,228,176,3,2,51.72,51.7,0.36,4,0,4K,False,French,9,False,False,False,,False,0,,True,False,False,Content-Based,2,,0.658,None,0.0,PayPal,False,,True,1.27,True,False,False,,Variant_B,v3.3
188,156,93,12,1,1,84.65,105.21,0.4,1,3,1080p,True,English,5,False,False,False,,False,0,Thumbs Down,True,False,False,Collaborative Filtering,8,,0.401,None,0.0,Credit Card,False,,False,0.33,True,True,False,,Control,v3.2
189,248,62,42,3,3,212.13,227.32,0.8,5,1,720p,False,Spanish,8,False,False,True,4.1,False,0,,True,False,False,Content-Based,14,,0.64,None,0.0,PayPal,False,,True,1.99,False,False,False,,Variant_A,v4.0
190,218,300,166,2,3,211.73,216.53,0.93,1,2,4K,False,English,7,False,False,False,,False,0,,False,False,False,Hybrid,2,,0.489,None,0.0,Debit Card,False,,True,1.38,False,False,False,,Variant_B,v4.0
191,190,88,181,4,3,19.06,19.73,0.62,1,0,1080p,True,English,4,False,False,False,,True,5,Thumbs Down,True,True,True,Content-Based,13,86.8,0.639,None,0.0,Credit Card,False,,True,0.63,True,False,False,,Variant_A,v3.2
192,417,283,83,1,1,33.84,38.4,0.82,3,1,4K,False,Spanish,1,True,False,False,,True,2,,True,True,False,Hybrid,5,108.5,0.593,Renewal,0.0,Credit Card,False,,True,2.4,False,False,False,,Variant_B,v3.3
193,469,363,200,3,1,38.95,39.53,0.52,0,0,4K,True,German,2,True,False,True,2.7,True,4,,True,False,False,Collaborative Filtering,1,,0.522,None,0.0,Apple Pay,False,,True,0.82,True,False,False,,Control,v3.3
194,163,112,13,1,2,36.07,45.08,0.89,3,1,1080p,False,German,6,False,False,False,,False,0,,False,False,False,Editorial,9,,0.474,None,0.0,Credit Card,False,,True,1.02,False,False,True,Network Error,Control,v4.0
195,180,348,148,1,3,138.44,152.43,0.79,0,4,720p,True,English,4,False,False,False,,True,3,,True,True,False,Content-Based,20,22.4,0.837,None,0.0,Debit Card,False,,False,1.06,False,False,False,,Variant_B,v4.0
196,34,43,183,2,2,43.38,42.14,0.57,7,2,720p,True,English,5,False,False,True,2.8,True,5,,True,False,False,Collaborative Filtering,10,,0.853,None,0.0,Apple Pay,False,,True,1.06,True,True,False,,Control,v4.0
197,41,354,121,4,3,13.43,12.43,0.64,6,4,720p,True,English,7,False,False,False,,False,0,,False,False,False,Content-Based,11,,0.559,None,0.0,Debit Card,False,,True,1.64,False,False,False,,Variant_B,v4.0
198,307,71,114,3,3,20.54,22.73,0.51,6,1,1080p,True,English,2,False,True,False,,False,0,,True,False,False,Collaborative Filtering,18,,0.697,Cancellation,19.99,Credit Card,False,Content,True,0.78,True,True,False,,Variant_A,v3.3
199,431,329,31,1,2,299.37,339.69,0.64,1,3,720p,False,English,6,False,True,False,,False,0,,True,False,False,Hybrid,17,,0.678,Downgrade,7.99,PayPal,False,,True,2.27,True,True,False,,Control,v3.3
200,338,180,23,2,1,293.05,312.95,0.83,7,4,1080p,True,English,6,False,False,False,,True,2,,True,False,False,Collaborative Filtering,6,,0.613,Renewal,19.99,Credit Card,False,,False,1.47,True,False,True,Payment Error,Variant_A,v3.2
201,314,59,5,2,1,22.83,20.76,0.66,0,3,1080p,True,German,5,False,False,False,,False,0,Thumbs Down,True,False,False,Content-Based,11,,0.567,None,0.0,Apple Pay,False,,True,2.21,True,False,False,,Control,v3.2
202,75,311,31,2,1,198.06,210.35,0.72,6,1,1080p,True,Original,2,False,False,False,,True,3,,True,False,False,Collaborative Filtering,4,,0.512,Downgrade,13.99,Gift Card,False,,False,2.3,False,False,False,,Variant_A,v3.2
203,441,353,90,1,2,21.76,21.84,0.59,1,2,1080p,True,Spanish,7,False,True,False,,False,0,,True,False,False,Collaborative Filtering,1,,0.924,Upgrade,0.0,Credit Card,False,,True,1.94,True,False,False,,Control,v4.0
204,279,264,114,1,3,163.66,197.97,0.44,6,3,720p,True,French,1,False,False,False,,True,2,,True,False,False,Content-Based,1,,0.9,None,0.0,Apple Pay,False,,False,0.68,False,False,False,,Control,v3.3
205,176,324,49,4,2,73.98,76.86,0.7,6,1,1080p,False,English,4,True,False,False,,False,0,,True,False,False,Content-Based,18,,0.65,None,0.0,PayPal,False,,True,0.89,False,False,False,,Variant_B,v3.3
206,384,98,190,1,2,26.1,24.52,0.95,8,3,480p,True,Original,7,False,False,False,,False,0,,True,True,False,Collaborative Filtering,5,9.1,0.833,None,0.0,Debit Card,False,,True,0.65,True,False,False,,Variant_A,v4.0
207,150,191,131,3,1,23.49,22.09,0.34,4,4,240p,False,Original,5,False,False,False,,False,0,,True,False,False,Hybrid,16,,0.699,None,0.0,PayPal,False,,True,1.2,False,False,False,,Variant_B,v3.1
208,273,237,138,3,2,31.17,28.6,0.41,6,1,1080p,True,French,2,False,False,True,1.7,False,0,,True,True,False,Content-Based,2,53.1,0.451,None,0.0,Credit Card,False,,True,1.33,True,False,False,,Variant_A,v4.0
209,325,47,14,2,2,70.9,66.39,0.74,4,4,1080p,False,English,7,True,False,False,,True,3,,False,False,False,Trending,9,,0.893,None,0.0,Debit Card,False,,True,0.91,False,False,False,,Variant_B,v3.3
210,108,297,128,4,3,191.56,234.87,0.48,8,0,4K,False,French,4,True,False,False,,False,0,Thumbs Down,True,False,False,Collaborative Filtering,2,,0.532,None,0.0,PayPal,False,,True,2.19,False,False,False,,Control,v4.0
211,139,337,33,2,1,123.01,128.97,0.44,2,1,480p,True,English,7,False,False,True,3.7,False,0,,True,False,False,Trending,5,,0.824,None,0.0,Credit Card,False,,True,1.05,True,False,False,,Variant_A,v3.3
212,350,90,50,1,2,44.89,43.92,0.7,0,3,720p,True,English,8,True,False,False,,False,0,,True,False,False,Hybrid,20,,0.716,Downgrade,13.99,Credit Card,False,,True,1.79,True,False,False,,Control,v3.3
213,271,295,188,2,3,47.59,57.1,0.88,8,0,4K,True,English,5,True,False,False,,False,0,,True,True,True,Trending,17,100.5,0.814,None,0.0,PayPal,False,,True,2.1,False,False,False,,Variant_A,v3.1
214,347,321,58,1,3,67.34,62.82,0.43,7,4,1080p,True,English,3,False,True,True,4.6,False,0,,True,False,False,Collaborative Filtering,19,,0.683,None,0.0,Credit Card,False,,True,0.49,False,False,False,,Control,v3.3
215,419,99,104,1,1,72.15,85.89,0.83,2,4,720p,True,English,7,False,False,True,3.1,True,1,,True,True,False,Trending,10,52.5,0.822,None,0.0,Credit Card,False,,True,1.82,False,False,False,,Control,v3.2
216,289,241,51,2,2,175.42,175.22,0.87,8,3,720p,False,Spanish,5,False,False,False,,False,0,,True,False,False,Editorial,8,,0.42,Renewal,7.99,Credit Card,False,,True,0.48,False,False,False,,Control,v4.0
217,212,59,23,2,1,29.86,27.22,0.81,4,0,4K,False,German,9,False,False,False,,False,0,,True,False,False,Collaborative Filtering,20,,0.425,Signup,0.0,Apple Pay,True,,True,1.93,True,False,False,,Variant_A,v3.3
218,381,280,54,2,2,154.88,183.27,0.6,8,2,4K,True,French,4,True,False,False,,True,5,,True,False,False,Content-Based,11,,0.938,Renewal,0.0,Credit Card,False,,False,1.46,False,False,False,,Variant_B,v3.2
