activity_key,user_key,date_key,content_key,device_key,subscription_key,minutes_watched,session_duration_mins,completion_rate,pause_count,buffering_events,stream_quality,subtitle_used,audio_language,login_count,added_to_watchlist,shared_content,content_rated,user_rating,search_performed,search_query_count,feedback_given,recommendation_shown,recommendation_clicked,recommendation_converted,recommendation_algorithm,recommendation_position,time_to_click_seconds,relevance_score,subscription_event_type,payment_amount_usd,payment_method,is_trial,cancellation_reason,auto_renewal_enabled,revenue_attributed_usd,notification_sent,notification_clicked,error_encountered,error_type,ab_test_group,platform_version,engagement_score,high_engagement,buffering_level,recommendation_success,watch_efficiency,revenue_segment
98,263,86,81,1,1,53.96,50.88,0.51,0,1,480p,False,English,8,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",14,,0.898,,0,"Gift Card",False,,False,1.77,False,False,False,,Control,v3.1,38.484,0,Low,0,1.0605345911949686,High
99,336,81,84,4,3,10.57,9.89,0.62,1,0,240p,False,English,3,False,False,True,1.4,True,5,"Thumbs Up",False,False,False,"Collaborative Filtering",1,,0.746,,0,"Debit Card",False,,True,0.26,False,False,False,,Control,v4.0,23.928,0,Low,0,1.0687563195146612,Low
100,387,43,198,3,2,115.44,114.82,0.33,4,3,4K,False,German,4,True,False,False,0,True,2,,True,True,True,Editorial,7,77.5,0.465,,0,"Credit Card",False,,True,1.02,False,False,False,,Control,v3.3,57.076,1,Medium,1,1.0053997561400454,Medium
101,365,116,44,2,2,43.9,45.94,0.95,0,0,4K,False,Hindi,1,False,False,False,0,True,2,,True,True,False,Trending,4,104.2,0.752,Upgrade,0,"Credit Card",False,,True,2.16,False,False,False,,Variant_A,v3.3,46.46000000000001,1,Low,0,0.9555942533739661,Premium
102,259,266,152,3,3,29.48,35.01,0.78,8,1,240p,True,English,4,False,False,False,0,False,0,"Thumbs Up",True,False,False,Content-Based,9,,0.78,Downgrade,7.99,"Credit Card",False,,True,1.75,True,False,False,,Control,v3.2,35.992,0,Low,0,0.8420451299628678,High
103,283,284,187,3,2,64.27,78.37,0.46,1,2,1080p,True,English,4,False,False,True,1.1,False,0,,True,True,False,Content-Based,3,60.2,0.931,Cancellation,0,"Credit Card",False,Content,True,1.34,False,False,False,,Variant_B,v3.3,40.30799999999999,0,Medium,0,0.8200842158989409,High
104,114,79,70,3,2,57.75,74.68,0.64,2,1,1080p,False,French,7,False,False,False,0,False,0,,True,False,False,Trending,5,,0.916,,0,"Debit Card",False,,True,2.22,False,False,False,,Control,v3.3,43.699999999999996,1,Low,0,0.7732994108194965,Premium
105,363,294,6,4,3,57.11,73.42,0.83,3,4,480p,True,German,8,False,False,False,0,False,0,,True,False,False,Trending,10,,0.438,Renewal,7.99,"Apple Pay",False,,True,1.9,False,False,False,,Control,v3.2,49.344,1,High,0,0.7778534459275401,High
106,40,153,51,1,3,35.71,36.55,0.97,5,3,1080p,True,Original,1,False,False,False,0,False,0,,True,False,False,Hybrid,10,,0.92,Upgrade,19.99,"Apple Pay",False,,True,1.23,False,False,False,,Control,v3.3,43.584,1,Medium,0,0.9770177838577292,Medium
107,486,360,84,2,2,35.7,44.2,0.93,6,1,720p,False,English,3,True,False,False,0,True,1,,True,False,False,Hybrid,4,,0.431,Signup,19.99,"Apple Pay",False,,True,1.89,True,True,False,,Control,v4.0,42.88,1,Low,0,0.8076923076923077,High
108,417,262,108,3,2,46.04,46.21,0.82,3,2,4K,False,English,1,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",17,,0.492,Renewal,13.99,"Credit Card",False,,True,2.22,True,False,False,,Variant_B,v3.3,43.216,1,Medium,0,0.9963211426098246,Premium
109,220,130,146,2,1,243.91,253.64,0.94,1,0,720p,True,English,1,False,False,False,0,True,1,,True,False,False,Hybrid,17,,0.467,,0,"Debit Card",False,,True,0.44,False,False,False,,Control,v3.3,126.06400000000001,1,Low,0,0.9616385428165904,Low
110,129,362,198,1,3,58.24,74.81,0.79,6,3,720p,True,Original,3,False,False,False,0,False,0,,False,False,False,Content-Based,19,,0.509,,0,"Gift Card",False,,True,0.58,False,False,False,,Control,v4.0,47.596000000000004,1,Medium,0,0.778505547386713,Low
111,8,151,200,1,1,42.1,39.29,0.34,7,1,1080p,False,English,2,True,False,False,0,False,0,,False,False,False,Content-Based,6,,0.882,Cancellation,13.99,"Debit Card",False,Content,True,1.84,True,False,False,,Control,v4.0,27.439999999999998,0,Low,0,1.071519470603207,High
112,101,339,89,2,1,67.69,87.97,0.78,6,2,720p,True,English,8,False,False,False,0,False,0,,True,False,False,Content-Based,1,,0.812,Upgrade,7.99,"Credit Card",False,,True,0.51,True,False,False,,Variant_B,v4.0,52.076,1,Medium,0,0.7694668637035352,Low
113,416,144,15,2,3,28.49,31.74,0.77,6,1,1080p,False,English,1,True,False,True,4.3,True,4,,False,False,False,Hybrid,14,,0.812,Signup,13.99,"Apple Pay",False,,True,0.5,True,True,True,"Payment Error",Variant_A,v4.0,35.096,0,Low,0,0.8976055450535602,Low
114,380,160,198,3,2,22.81,22.02,0.62,0,4,720p,True,English,8,True,False,False,0,True,4,,True,False,False,Content-Based,13,,0.953,,0,"Apple Pay",False,,False,1.67,True,False,False,,Variant_A,v4.0,29.723999999999997,0,High,0,1.0358764759309718,High
115,176,1,95,1,3,74.43,76.45,0.93,2,3,4K,False,English,9,False,False,False,0,True,4,,True,False,False,Content-Based,3,,0.635,Downgrade,19.99,PayPal,False,,True,1.39,False,False,True,"Auth Error",Control,v3.2,59.872,1,Medium,0,0.9735775016350556,High
116,107,114,13,3,1,56.25,52.91,0.32,7,0,720p,False,Spanish,8,False,False,False,0,False,0,,True,True,True,"Collaborative Filtering",2,83.4,0.402,Renewal,7.99,"Credit Card",False,,True,1.92,False,False,False,,Variant_B,v3.2,33.7,0,Low,1,1.0631260631260633,Premium
117,101,176,135,1,2,52.85,61.93,0.74,1,2,1080p,True,English,3,False,False,False,0,False,0,,True,False,False,Content-Based,7,,0.784,,0,"Credit Card",False,,True,0.87,True,False,False,,Control,v4.0,43.940000000000005,1,Medium,0,0.8533828516066527,Medium
118,260,32,168,3,1,64.31,79.13,0.47,6,1,720p,False,English,4,False,False,True,4.6,True,3,,False,False,False,"Collaborative Filtering",12,,0.921,,0,"Debit Card",False,,False,1.56,True,False,False,,Control,v3.1,40.924,0,Low,0,0.8127132566662455,High
119,478,149,182,2,1,188.14,219.61,0.79,8,3,720p,False,German,8,True,False,True,4.2,True,2,,True,True,False,"Collaborative Filtering",2,60.5,0.986,,0,"Debit Card",False,,False,2.25,True,True,False,,Control,v4.0,100.756,1,Medium,0,0.8567005145485177,Premium
120,454,160,88,4,1,203.98,198.54,0.6,2,1,1080p,True,English,2,True,True,False,0,False,0,,True,True,False,Content-Based,11,96.2,0.618,Renewal,19.99,"Credit Card",False,,True,2.27,False,False,False,,Control,v4.0,99.992,1,Low,0,1.0274000201470737,Premium
121,366,206,65,2,3,284.04,307.11,0.77,7,3,4K,False,English,2,True,False,False,0,True,1,,True,False,False,Content-Based,16,,0.893,Cancellation,0,"Credit Card",False,Content,True,1.67,True,True,False,,Control,v4.0,137.216,1,Medium,0,0.9248803360359481,High
122,246,237,47,1,3,54.64,49.26,0.37,8,4,1080p,False,English,7,True,False,True,2,False,0,,False,False,False,Hybrid,5,,0.91,Cancellation,0,"Apple Pay",False,"Found Alternative",True,0.16,True,True,False,,Variant_B,v3.2,34.356,0,High,0,1.1092164027608609,Low
123,275,55,127,4,2,56.26,59.46,0.37,8,1,480p,True,English,4,False,False,True,4.9,False,0,,True,True,False,Content-Based,17,32.0,0.487,,0,"Credit Card",False,,True,1.37,False,False,False,,Control,v3.3,34.403999999999996,0,Low,0,0.9461823074335688,High
124,32,260,185,1,1,299.24,319.39,0.76,8,4,720p,True,Spanish,8,False,False,False,0,False,0,,False,False,False,Editorial,3,,0.779,,0,"Debit Card",False,,True,0.26,False,False,False,,Control,v3.3,144.096,1,High,0,0.9369109865681456,Low
125,137,199,124,4,2,262.76,321.54,0.31,4,2,720p,True,English,1,False,False,False,0,True,2,,True,False,False,"Collaborative Filtering",14,,0.504,Renewal,19.99,"Credit Card",False,,False,2.48,True,False,False,,Variant_A,v4.0,114.804,1,Medium,0,0.8171922622379797,Premium
126,12,29,193,3,1,12.96,16.51,0.64,7,4,720p,False,Spanish,5,False,False,False,0,False,0,,True,True,True,Editorial,16,48.2,0.668,,0,"Debit Card",False,,False,2.49,True,False,False,,Variant_A,v3.3,25.384,0,High,1,0.7849788007268322,Premium
127,395,313,117,2,1,62.49,79.53,0.73,8,3,1080p,False,French,9,False,False,False,0,False,0,,True,False,False,Trending,17,,0.928,Upgrade,19.99,"Credit Card",False,,False,0.38,True,False,False,,Variant_A,v3.3,48.696,1,Medium,0,0.7857412297246322,Low
128,302,27,12,3,1,76.96,93.37,0.86,7,2,1080p,False,English,6,False,False,False,0,True,5,,True,False,False,Content-Based,19,,0.874,Signup,7.99,PayPal,False,,True,1.19,True,False,False,,Variant_A,v3.3,58.284000000000006,1,Medium,0,0.8242476170076041,Medium
129,375,363,23,4,3,10.38,13.3,0.82,1,1,240p,True,Hindi,9,True,False,False,0,False,0,,True,False,False,Trending,4,,0.742,,0,"Credit Card",False,,True,2.17,True,True,False,,Variant_A,v3.2,30.552,0,Low,0,0.7804511278195488,Premium
130,16,103,59,3,2,33.05,41.06,0.57,8,1,4K,False,French,1,False,False,True,2.4,False,0,,True,True,True,Trending,20,27.5,0.885,,0,"Apple Pay",False,,True,0.38,False,False,False,,Variant_B,v3.1,30.519999999999996,0,Low,1,0.804919629810034,Low
131,129,129,171,3,2,55.92,56.5,0.49,1,3,720p,False,German,2,False,False,False,0,True,2,,True,False,False,Content-Based,20,,0.492,,0,"Credit Card",False,,True,1.43,True,False,False,,Variant_A,v3.3,37.668,0,Medium,0,0.9897345132743363,High
132,63,228,90,4,2,25.63,23.85,0.64,3,0,720p,False,Spanish,6,False,False,False,0,False,0,,True,False,False,Content-Based,9,,0.517,Upgrade,13.99,"Credit Card",False,,False,0.58,True,True,False,,Variant_B,v3.2,30.651999999999997,0,Low,0,1.0746331236897273,Low
133,109,216,47,1,1,56.27,71.5,0.89,8,0,1080p,True,Hindi,5,False,False,False,0,False,0,,True,False,False,Editorial,11,,0.525,Renewal,13.99,"Credit Card",False,,True,1.27,False,False,False,,Variant_A,v4.0,50.208,1,Low,0,0.786993006993007,Medium
134,375,92,76,1,2,22.59,28.28,0.64,3,1,1080p,True,Original,8,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",5,,0.866,,0,"Apple Pay",False,,True,0.59,True,False,False,,Variant_B,v3.2,29.836,0,Low,0,0.7987977369165488,Low
135,21,190,149,3,2,24.8,31.09,0.5,4,3,1080p,True,Spanish,6,False,False,True,1.9,False,0,,True,False,False,"Collaborative Filtering",11,,0.935,Renewal,13.99,PayPal,False,,True,1.37,True,False,False,,Control,v3.2,26.12,0,Medium,0,0.7976841428111934,High
136,158,299,197,1,1,168.58,179.29,0.43,7,0,1080p,True,English,3,False,False,False,0,False,0,"Thumbs Up",True,True,True,Trending,13,82.1,0.738,Upgrade,7.99,PayPal,False,,True,1.09,True,False,False,,Variant_A,v4.0,80.932,1,Low,1,0.9402643761503711,Medium
137,269,216,156,3,2,290.36,324.71,0.65,7,4,1080p,False,English,3,False,False,False,0,False,0,,True,False,False,Content-Based,2,,0.975,,0,"Credit Card",False,,True,1.05,True,False,False,,Variant_A,v3.3,136.244,1,High,0,0.8942132980197716,Medium
138,162,263,90,1,2,5.01,5.53,0.95,0,1,240p,False,Hindi,6,False,False,False,0,True,3,,False,False,False,Content-Based,2,,0.837,,0,"Credit Card",False,,True,0.48,False,False,False,,Control,v4.0,32.004,0,Low,0,0.9059674502712477,Low
139,260,176,112,1,1,17.6,21.78,0.91,5,4,480p,False,Original,8,True,False,False,0,True,4,,True,False,False,Content-Based,10,,0.738,Renewal,13.99,"Credit Card",False,,True,1.68,False,False,False,,Variant_B,v3.3,36.34,0,High,0,0.8080808080808081,High
140,412,108,26,2,1,20.65,25.11,0.91,1,3,480p,False,English,9,False,False,False,0,True,1,,True,False,False,Hybrid,13,,0.767,Downgrade,13.99,"Credit Card",False,,True,0.27,True,True,False,,Variant_B,v3.2,37.46,0,Medium,0,0.8223815213062524,Low
141,102,186,144,2,3,63.91,65.02,0.83,0,4,1080p,False,Original,4,True,False,False,0,True,1,,True,False,False,Hybrid,5,,0.91,,0,PayPal,False,,False,2.34,True,False,False,,Control,v3.3,51.364,1,High,0,0.9829283297446939,Premium
142,223,45,6,3,2,92.42,100.45,0.83,4,0,4K,False,English,3,False,True,False,0,True,4,,True,False,False,Trending,11,,0.454,,0,"Credit Card",False,,False,0.24,False,False,False,,Variant_A,v4.0,62.868,1,Low,0,0.920059731209557,Low
143,59,230,166,1,2,26.82,25,0.64,7,0,240p,False,Spanish,8,False,False,False,0,False,0,"Thumbs Up",True,False,False,"Collaborative Filtering",15,,0.501,Renewal,7.99,PayPal,False,,False,1.09,True,False,False,,Variant_A,v3.2,31.528000000000002,0,Low,0,1.0728,Medium
144,247,258,58,1,2,5.36,5.17,0.93,3,2,1080p,True,English,6,False,False,True,4.6,False,0,,True,False,False,Editorial,5,,0.56,,0,"Credit Card",False,,True,0.79,False,False,False,,Variant_B,v3.3,31.243999999999996,0,Medium,0,1.0367504835589942,Medium
145,128,342,133,1,2,88.83,82.08,0.54,0,1,1080p,True,English,1,True,False,False,0,False,0,,True,False,False,Trending,20,,0.937,Upgrade,19.99,"Credit Card",False,,True,1.42,True,False,False,,Control,v3.1,51.932,1,Low,0,1.082236842105263,High
146,283,305,196,4,1,31.11,30.58,0.36,8,3,4K,False,Original,9,True,False,False,0,False,0,,True,True,False,Hybrid,5,63.2,0.967,Signup,13.99,"Debit Card",True,,False,0.16,True,True,False,,Control,v4.0,25.044,0,Medium,0,1.0173315892740353,Low
147,325,286,169,4,1,38.62,34.99,0.55,0,1,1080p,True,Hindi,5,False,False,True,2.1,True,1,,True,True,False,Trending,7,95.4,0.614,,0,"Credit Card",False,,True,1.15,True,False,False,,Variant_A,v3.3,33.048,0,Low,0,1.1037439268362388,Medium
148,25,209,55,2,3,72.86,77.6,0.34,2,4,720p,False,Hindi,1,False,False,True,2,False,0,,True,False,False,Content-Based,10,,0.954,,0,PayPal,False,,True,1.91,True,True,False,,Variant_A,v4.0,39.544000000000004,0,High,0,0.938917525773196,High
149,131,101,160,2,1,286.4,364.6,0.94,8,3,720p,True,Spanish,6,False,False,True,2.9,True,3,,True,False,False,Trending,2,,0.728,Upgrade,0,"Credit Card",False,,False,2.04,False,False,False,,Control,v3.2,144.26,1,Medium,0,0.7855183763027975,Premium
150,353,355,61,2,2,76.68,93.74,0.57,2,3,720p,False,Hindi,8,False,False,False,0,False,0,,True,True,False,Hybrid,1,115.3,0.684,Renewal,13.99,"Credit Card",False,,True,2.34,False,False,False,,Control,v3.2,49.37200000000001,1,Medium,0,0.8180072541071048,Premium
151,196,358,172,3,1,280.59,286.57,0.95,1,0,480p,False,English,3,False,False,False,0,False,0,,False,False,False,Trending,20,,0.9,,0,"Credit Card",False,,True,0.36,False,False,False,,Variant_B,v3.3,141.33599999999998,1,Low,0,0.9791324981679869,Low
152,281,221,1,3,2,15.83,17.83,0.35,3,4,1080p,False,French,2,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",1,,0.728,Downgrade,13.99,"Debit Card",False,,False,1.43,False,False,False,,Control,v3.2,17.232,0,High,0,0.8878295008412789,High
153,404,80,160,3,1,17.55,22.77,0.55,1,0,1080p,False,Spanish,7,False,False,True,4.2,False,0,,True,False,False,Trending,4,,0.673,,0,"Gift Card",False,,False,1.06,True,False,False,,Control,v3.3,24.919999999999998,0,Low,0,0.7707509881422925,Medium
154,418,85,48,1,3,197.19,254.26,0.63,1,0,720p,True,French,6,False,False,False,0,False,0,,True,False,False,Editorial,15,,0.41,,0,"Debit Card",False,,True,1.65,True,True,False,,Control,v3.3,98.97600000000001,1,Low,0,0.7755447180051915,High
155,154,5,51,3,1,22.07,20.97,0.78,4,2,4K,False,English,6,False,True,True,3.6,False,0,,False,False,False,Content-Based,15,,0.408,Upgrade,13.99,"Apple Pay",False,,True,2.1,False,False,False,,Variant_A,v3.2,33.428000000000004,0,Medium,0,1.0524558893657607,Premium
156,382,287,119,3,3,170.49,174.8,0.56,8,0,1080p,False,Spanish,6,False,False,False,0,True,5,,True,True,False,Editorial,6,103.2,0.777,,0,"Credit Card",False,,True,1.54,False,False,False,,Control,v3.3,86.69600000000001,1,Low,0,0.9753432494279176,High
157,133,122,124,1,3,97.47,98.32,0.59,2,1,4K,False,English,3,False,False,False,0,False,0,"Thumbs Down",True,False,False,Hybrid,6,,0.444,Renewal,13.99,PayPal,False,,True,0.65,True,True,False,,Variant_A,v3.2,57.288000000000004,1,Low,0,0.9913547599674533,Low
158,227,13,109,2,2,34.87,34.3,0.59,4,3,720p,False,English,6,True,False,False,0,False,0,,True,True,True,"Collaborative Filtering",1,104.4,0.842,Renewal,7.99,"Credit Card",False,,True,0.87,True,False,False,,Control,v3.3,32.848,0,Medium,1,1.0166180758017493,Medium
159,189,16,23,3,3,26.8,24.7,0.9,1,0,4K,True,English,1,False,False,True,1.1,False,0,,True,False,False,"Collaborative Filtering",7,,0.773,,0,"Credit Card",False,,True,2.24,True,False,False,,Control,v3.2,37.92,0,Low,0,1.0850202429149798,Premium
160,476,263,46,2,1,33.74,40.16,0.59,4,1,480p,False,English,8,False,False,False,0,True,3,,True,False,False,Content-Based,5,,0.675,,0,PayPal,False,,True,1.71,False,False,False,,Variant_A,v4.0,33.096,0,Low,0,0.8401394422310758,High
161,477,312,82,1,2,34.22,42.83,0.99,3,4,4K,False,German,8,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",17,,0.826,,0,"Credit Card",False,,False,1.53,True,False,False,,Control,v4.0,44.988,1,High,0,0.7989726826990428,High
162,265,335,33,3,3,132.07,158.69,0.92,0,3,4K,False,English,4,False,False,False,0,False,0,,True,False,False,Content-Based,7,,0.996,,0,"Credit Card",False,,True,0.43,False,False,True,"Payment Error",Variant_B,v4.0,81.228,1,Medium,0,0.8322515596445901,Low
163,372,6,74,2,2,196.92,220.37,0.99,4,4,4K,False,French,2,False,False,False,0,False,0,,True,True,False,Hybrid,4,8.0,0.548,,0,"Credit Card",False,,True,0.92,True,False,False,,Variant_A,v4.0,108.86800000000001,1,High,0,0.893588056450515,Medium
164,486,179,155,3,2,36.3,46.43,0.7,4,1,4K,True,English,4,False,False,False,0,False,0,,True,True,True,Hybrid,3,8.9,0.734,Upgrade,0,"Credit Card",False,,True,0.88,True,False,False,,Control,v3.3,36.31999999999999,0,Low,1,0.7818220977816067,Medium
165,434,26,66,4,1,31.31,30.07,0.59,4,4,4K,False,English,7,False,False,False,0,True,5,,True,False,False,"Collaborative Filtering",12,,0.906,,0,PayPal,False,,False,0.16,False,False,False,,Variant_B,v4.0,32.123999999999995,0,High,0,1.0412371134020617,Low
166,134,40,77,2,3,20.79,21.51,0.82,6,4,1080p,False,Spanish,6,False,False,False,0,True,4,"Thumbs Up",True,False,False,Content-Based,15,,0.41,,0,PayPal,False,,True,2.33,True,False,False,,Variant_A,v4.0,34.516,0,High,0,0.9665271966527196,Premium
167,211,237,75,2,1,10.42,12.03,0.57,7,4,720p,False,English,5,False,False,False,0,False,0,,True,False,False,Trending,20,,0.522,Signup,19.99,"Debit Card",False,,True,0.9,False,False,False,,Control,v3.3,22.267999999999997,0,High,0,0.8661679135494598,Medium
168,60,84,121,2,3,14.99,18.55,0.59,8,0,1080p,False,English,6,False,False,False,0,False,0,,True,True,True,Content-Based,9,83.7,0.713,,0,"Credit Card",False,,True,0.35,True,False,False,,Control,v3.1,24.895999999999997,0,Low,1,0.8080862533692722,Low
169,428,96,3,1,1,177.19,202.32,0.31,4,0,720p,True,Hindi,1,False,True,False,0,False,0,,True,False,False,Content-Based,12,,0.731,,0,"Credit Card",False,,True,1.29,True,False,False,,Control,v4.0,80.376,1,Low,0,0.8757908264136023,Medium
170,377,149,97,4,2,82.43,98.96,0.7,2,0,720p,False,English,2,True,False,False,0,True,5,,False,False,False,Editorial,5,,0.452,,0,"Debit Card",False,,True,1.18,True,True,False,,Control,v3.3,54.872,1,Low,0,0.8329628132578821,Medium
171,395,261,79,1,2,67.71,65.37,0.56,5,3,4K,False,English,9,True,False,False,0,True,5,,True,False,False,Trending,8,,0.644,,0,"Debit Card",False,,False,2.14,False,False,False,,Control,v3.2,46.184,1,Medium,0,1.0357962368058742,Premium
172,450,237,111,1,1,24.77,24.84,0.38,6,1,720p,False,English,1,False,False,False,0,False,0,,True,False,False,Content-Based,15,,0.712,,0,"Debit Card",False,,False,2.02,True,False,False,,Control,v4.0,21.508,0,Low,0,0.9971819645732689,Premium
173,431,152,173,3,2,82.89,100.65,0.59,3,0,1080p,True,German,7,False,False,False,0,False,0,,True,True,True,"Collaborative Filtering",7,103.7,0.654,Upgrade,0,"Apple Pay",False,,True,1.98,True,True,False,,Variant_B,v4.0,52.25599999999999,1,Low,1,0.8235469448584203,Premium
174,364,287,102,1,2,19.63,17.8,0.9,4,4,480p,False,English,8,True,False,False,0,True,1,,True,False,False,"Collaborative Filtering",19,,0.82,,0,"Credit Card",False,,True,2.34,True,True,False,,Variant_A,v3.3,36.55200000000001,0,High,0,1.1028089887640449,Premium
175,364,237,150,2,1,2.08,2.2,0.35,0,4,4K,True,Original,3,False,False,False,0,False,0,"Thumbs Up",True,False,False,"Collaborative Filtering",13,,0.863,,0,"Credit Card",False,,True,1,True,False,False,,Control,v4.0,11.932,0,High,0,0.9454545454545454,Medium
176,457,202,81,2,3,49.46,58.18,0.44,0,4,720p,False,English,2,False,False,False,0,True,4,,True,False,False,"Collaborative Filtering",1,,0.676,Signup,19.99,"Apple Pay",False,,True,1.51,True,False,False,,Control,v4.0,33.784,0,High,0,0.8501203162598832,High
177,213,184,151,3,1,151.57,184.98,0.53,1,4,1080p,True,Hindi,5,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",11,,0.655,,0,"Credit Card",False,,True,1.71,False,False,False,,Variant_A,v4.0,77.52799999999999,1,High,0,0.8193858795545464,High
178,216,238,165,4,1,73.51,85.06,0.99,7,2,1080p,True,English,5,False,False,True,1.8,False,0,,True,False,False,Content-Based,13,,0.823,,0,PayPal,False,,True,1.23,True,False,False,,Variant_B,v4.0,60.104,1,Medium,0,0.8642134963555138,Medium
